0.47504,151.61
0.47504,150.58
-0.025002,151.66
0.47504,152.39
-0.025002,151.4
-0.025002,152.16
-0.025002,151.73
-0.025002,150.38
-0.025002,152.54
-0.025002,152.16
-0.025002,152.38
0.47504,152.61
0.47504,152.16
-0.025002,150.46
-0.025002,150.81
0.47504,151.05
-0.025002,150.58
-0.025002,151.59
-0.025002,151.51
-0.025002,151.57
-0.025002,152.36
-0.025002,151.67
-0.025002,152.16
-0.025002,152.3
-0.025002,151.55
0.47504,151.5
-0.025002,150.9
0.47504,153.62
0.47504,152.16
-0.025002,151.51
-0.025002,152.36
0.47504,152.37
0.47504,152.36
-0.025002,152.14
-0.025002,152.36
-0.025002,152.3
-0.025002,151.63
0.47504,151.42
-0.025002,151.52
-0.025002,151.39
-0.025002,152.36
-0.025002,150.54
-0.025002,150.47
0.47504,152.33
-0.025002,152.09
0.47504,152.42
-0.025002,152.27
-0.025002,152.28
-0.025002,151.92
-0.025002,151.22
0.47504,150.6
-0.025002,150.55
-0.025002,152.18
0.47504,150.66
0.47504,153.65
-0.025002,151.3
-0.025002,151.11
0.47504,151.53
0.47504,152.18
-0.025002,151.17
-0.025002,151.14
0.47504,150.76
0.47504,151.5
0.47504,151.99
-0.025002,151.45
0.47504,151.59
-0.025002,151.8
-0.025002,149.9
0.47504,151.33
-0.025002,150.87
-0.025002,149.82
0.47504,150.47
-0.025002,151.96
-0.025002,150.21
0.47504,150.52
-0.025002,150.76
-0.025002,150.45
-0.025002,152.25
-0.025002,149.5
0.47504,149.88
0.47504,150.73
-0.025002,150.2
-0.025002,150.99
0.47504,150.92
0.47504,151.19
-0.025002,151.04
0.47504,154.5
-0.025002,154.69
-0.025002,149.53
0.47504,152.2
0.47504,152.15
-0.025002,152.19
-0.025002,152.36
-0.025002,152.38
0.47504,152.33
0.47504,152.49
-0.025002,152.34
-0.025002,152.21
-0.025002,152.25
0.47504,152.62
-0.025002,152.21
-0.025002,152.15
0.47504,152.67
-0.025002,152.43
-0.025002,152.18
-0.025002,152.07
0.47504,151.29
-0.025002,152.63
-0.025002,152.26
-0.025002,151.98
0.47504,152.13
0.47504,152.95
0.47504,150.98
-0.025002,146.38
-0.025002,151.6
-0.025002,153.53
-0.025002,151.07
0.47504,152.98
0.47504,153
-0.025002,153.12
0.47504,153.26
-0.025002,152.92
-0.025002,153.16
-0.025002,153.17
-0.025002,152.89
-0.025002,152.44
0.47504,152.57
-0.025002,152.92
-0.025002,152.35
-0.025002,152.52
0.47504,152.4
-0.025002,152.56
-0.025002,152.52
-0.025002,153.04
0.47504,153.05
-0.025002,152.82
-0.025002,152.77
-0.025002,153.16
-0.025002,152.69
-0.025002,152.86
-0.025002,152.55
-0.025002,152.4
-0.025002,152.49
0.47504,152.56
-0.025002,152.73
0.47504,152.6
-0.025002,152.77
0.47504,152.86
-0.025002,152.39
-0.025002,152.56
-0.025002,152.57
0.47504,152.39
-0.025002,153.05
-0.025002,152.79
-0.025002,152.47
-0.025002,152.76
0.47504,152.76
-0.025002,152.89
-0.025002,152.8
0.47504,152.67
-0.025002,152.25
-0.025002,152.94
0.47504,152.62
-0.025002,152.69
-0.025002,152.83
-0.025002,152.67
-0.025002,152.55
0.47504,152.68
-0.025002,152.83
-0.025002,152.39
-0.025002,152.71
-0.025002,152.52
-0.025002,152.55
-0.025002,152.85
-0.025002,153.03
-0.025002,152.86
-0.025002,152.82
